id_mutation,valeur_fonciere,surface_reelle_bati,prix_m2,nombre_pieces_principales,type_local,nom_commune,nom_iris,code_commune,code_departement,code_iris,id_parcelles,longitude,latitude,date_mutation
2019-1100210,42101496.0,8290,5078,0,local industriel,Paris 19e Arrondissement,Amerique 21,75119,75,751197521,75119000CY0033,2.392046,48.8868,2019-11-14
2019-1093325,399000.0,46,8673,2,appartement,Paris 18e Arrondissement,Clignancourt 25,75118,75,751187025,75118000BD0076,2.344573,48.89663,2019-07-11
2019-1067610,380000.0,30,12666,1,appartement,Paris 5e Arrondissement,Jardin des Plantes 4,75105,75,751051804,75105000AU0040,2.3535060000000003,48.8392,2019-06-14
2018-1366063,650000.0,44,14772,2,appartement,Paris 1er Arrondissement,Les Halles 4,75101,75,751010204,75101000AQ0041,2.347239,48.863857,2018-02-13
2018-1369676,886850.0,77,11517,4,appartement,Paris 5e Arrondissement,Jardin des Plantes 1,75105,75,751051801,75105000AR0041,2.360366,48.839874,2018-04-23
2018-1372539,605000.0,59,10254,3,appartement,Paris 10e Arrondissement,Hopital Saint-Louis 3,75110,75,751104003,75110000BJ0076,2.371587,48.87183,2018-02-19
2018-1400016,247500.0,27,9166,2,appartement,Paris 18e Arrondissement,Clignancourt 8,75118,75,751187008,75118000BN0002,2.340071,48.8873,2018-03-07
2019-1092601,190000.0,15,12666,1,appartement,Paris 18e Arrondissement,Clignancourt 10,75118,75,751187010,75118000BU0156,2.347743,48.88879,2019-05-21
2018-1369200,2270000.0,145,15655,4,appartement,Paris 7e Arrondissement,Invalides 4,75107,75,751072604,75107000AQ0025,2.323704,48.859444,2018-02-22
2018-1378211,272000.0,28,9714,2,appartement,Paris 12e Arrondissement,Picpus 22,75112,75,751124622,75112000CR0029,2.388759,48.847782,2018-05-23
2018-1396098,120000.0,12,10000,1,appartement,Paris 17e Arrondissement,Plaine Monceau 11,75117,75,751176611,75117000BS0062,2.307017,48.88587,2018-03-09
2019-1092660,312000.0,25,12480,2,appartement,Paris 18e Arrondissement,Clignancourt 9,75118,75,751187009,75118000BT0016,2.347594,48.887543,2019-05-28
2018-1391415,1010000.0,64,15781,3,appartement,Paris 16e Arrondissement,Muette 11,75116,75,751166211,75116000CI0085,2.27732,48.85617,2018-02-06
2018-1375168,316270.0,24,13177,1,appartement,Paris 9e Arrondissement,Faubourg Montmartre 4,75109,75,751093504,75109000AU0037,2.341578,48.87377,2018-10-22
2019-1068520,715000.0,52,13750,2,appartement,Paris 5e Arrondissement,Saint-Victor 5,75105,75,751051705,75105000AB0133,2.352468,48.850048,2019-09-09
2018-1402647,113364.0,13,8720,1,appartement,Paris 18e Arrondissement,Clignancourt 13,75118,75,751187013,75118000BI0013,2.342039,48.892586,2018-09-21
2018-1390969,387415.0,34,11394,2,appartement,Paris 15e Arrondissement,Javel 12,75115,75,751156012,75115000ER0046,2.280179,48.842197,2018-12-20
2019-1088482,670000.0,58,11551,2,appartement,Paris 17e Arrondissement,Plaine Monceau 3,75117,75,751176603,75117000BO0048,2.309421,48.881607,2019-06-03
2019-1069553,429000.0,46,9326,2,appartement,Paris 10e Arrondissement,Porte Saint-Martin 6,75110,75,751103906,75110000BA0032,2.357193,48.87284,2019-03-25
2019-1066235,740000.0,47,15744,3,appartement,Paris 5e Arrondissement,Saint-Victor 5,75105,75,751051705,75105000AB0135,2.352204,48.849857,2019-01-28
2018-1390495,497855.0,52,9574,3,appartement,Paris 15e Arrondissement,Necker 5,75115,75,751155805,75115000CK0091,2.307789,48.838264,2018-11-12
2018-1370073,567345.0,45,12607,3,appartement,Paris 5e Arrondissement,Jardin des Plantes 8,75105,75,751051808,75105000AK0088,2.353822,48.842922,2018-06-05
2018-1373796,145000.0,22,6590,1,appartement,Paris 10e Arrondissement,Porte Saint-Martin 8,75110,75,751103908,75110000BD0023,2.360498,48.87207,2018-06-07
2018-1368027,1177916.0,67,17580,3,appartement,Paris 8e Arrondissement,Champs ÃÂÃÂlysees 3,75108,75,751082903,75108000AR0060,2.304234,48.869358,2018-10-23
2018-1404203,401000.0,58,6913,2,appartement,Paris 20e Arrondissement,Pere Lachaise 15,75120,75,751207915,75120000CD0042,2.3994720000000003,48.868195,2018-01-29
2018-1365805,345909.8,31,11158,2,appartement,Paris 8e Arrondissement,Faubourg du Roule 1,75108,75,751083001,75108000AX0015,2.298073,48.87711,2018-01-12
2018-1394098,220000.0,19,11578,1,appartement,Paris 16e Arrondissement,Muette 18,75116,75,751166218,75116000DL0099,2.27663,48.86213,2018-09-19
2019-1092033,495000.0,57,8684,3,appartement,Paris 18e Arrondissement,Clignancourt 1,75118,75,751187001,75118000BT0032,2.348796,48.88718,2019-03-28
2018-1390486,422400.0,52,8123,2,appartement,Paris 15e Arrondissement,Saint-Lambert 19,75115,75,751155719,75115000AI0134,2.308232,48.833263,2018-11-26
2018-1382707,176000.0,32,5500,2,appartement,Paris 13e Arrondissement,Gare 27,75113,75,751135027,75113000BA0010,2.363534,48.82692,2018-05-15
2019-1100152,290000.0,32,9062,2,appartement,Paris 20e Arrondissement,Belleville 5,75120,75,751207705,75120000AO0021,2.387187,48.870323,2019-11-25
2019-1072526,2646500.0,130,20357,5,appartement,Paris 10e Arrondissement,Porte Saint-Martin 5,75110,75,751103905,75110000AX0059,2.356936,48.869923,2019-11-26
2018-1399195,1085800.0,85,12774,3,appartement,Paris 17e Arrondissement,Batignolles 8,75117,75,751176708,75117000CJ0089,2.317392,48.883785,2018-12-27
2018-1395912,400000.0,54,7407,3,appartement,Paris 17e Arrondissement,Epinettes 14,75117,75,751176814,75117000DP0148,2.31892,48.896084,2018-02-23
2018-1403922,237142.0,41,5783,2,appartement,Paris 19e Arrondissement,Pont de Flandre 6,75119,75,751197406,75119000BL0059,2.378821,48.89379,2018-01-12
2018-1375073,233000.0,24,9708,1,appartement,Paris 10e Arrondissement,Hopital Saint-Louis 1,75110,75,751104001,75110000BJ0100,2.373599,48.87113,2018-09-28
2018-1399576,185000.0,26,7115,1,appartement,Paris 18e Arrondissement,Clignancourt 9,75118,75,751187009,75118000BL0059,2.346119,48.888287,2018-01-17
2018-1396710,458000.0,61,7508,2,appartement,Paris 17e Arrondissement,Epinettes 13,75117,75,751176813,75117000DD0009,2.315115,48.894592,2018-05-02
2019-1079812,210000.0,24,8750,1,appartement,Paris 15e Arrondissement,Saint-Lambert 6,75115,75,751155706,75115000BF0063,2.290482,48.832256,2019-04-23
2019-1078464,230000.0,31,7419,3,appartement,Paris 14e Arrondissement,Petit Montrouge 2,75114,75,751145502,75114000BY0009,2.328465,48.82376,2019-08-30
2019-1075303,484060.0,46,10523,3,appartement,Paris 11e Arrondissement,Sainte-Marguerite 5,75111,75,751114405,75111000CE0105,2.378729,48.852203,2019-05-27
2018-1379886,430000.0,48,8958,2,appartement,Paris 12e Arrondissement,Picpus 12,75112,75,751124612,75112000CC0082,2.38959,48.84041,2018-09-06
2019-1095623,600000.0,57,10526,3,appartement,Paris 18e Arrondissement,Clignancourt 9,75118,75,751187009,75118000BK0136,2.343866,48.88907,2019-12-27
2018-1370586,865000.0,46,18804,1,appartement,Paris 6e Arrondissement,Saint-Germain des Pres 2,75106,75,751062402,75106000BJ0030,2.336647,48.853348,2018-07-24
2018-1399119,600000.0,58,10344,3,appartement,Paris 17e Arrondissement,Ternes 10,75117,75,751176510,75117000AL0061,2.296942,48.879436,2018-12-17
2019-1089113,317500.0,32,9921,2,appartement,Paris 17e Arrondissement,Epinettes 5,75117,75,751176805,75117000DI0067,2.320307,48.890957,2019-07-22
2018-1386936,154000.0,12,12833,1,appartement,Paris 15e Arrondissement,Necker 15,75115,75,751155815,75115000CS0098,2.315715,48.843483,2018-03-05
2018-1379411,140000.0,14,10000,1,appartement,Paris 11e Arrondissement,Sainte-Marguerite 5,75111,75,751114405,75111000CV0043,2.37928,48.85087,2018-07-23
2018-1368448,70000.0,20,3500,1,appartement,Paris 1er Arrondissement,Les Halles 2,75101,75,751010202,75101000AT0091,2.343624,48.86097,2018-12-26
2019-1084970,1677000.0,184,9114,4,appartement,Paris 16e Arrondissement,Porte Dauphine 5,75116,75,751166305,75116000EI0011,2.269866,48.863922,2019-07-05
2019-1095480,430440.0,59,7295,3,appartement,Paris 18e Arrondissement,Clignancourt 16,75118,75,751187016,75118000BU0141,2.348982,48.888943,2019-12-20
2018-1385444,575000.0,59,9745,3,appartement,Paris 14e Arrondissement,Plaisance 15,75114,75,751145615,75114000CQ0189,2.318501,48.83161,2018-07-26
2019-1098494,365500.0,44,8306,2,appartement,Paris 20e Arrondissement,Charonne 11,75120,75,751208011,75120000CZ0010,2.408343,48.856934,2019-07-29
2018-1396555,2030000.0,148,13716,4,appartement,Paris 17e Arrondissement,Plaine Monceau 4,75117,75,751176604,75117000BL0076,2.305905,48.88011,2018-04-25
2018-1369760,690000.0,140,4928,4,appartement,Paris 5e Arrondissement,Val de Grace 4,75105,75,751051904,75105000BG0034,2.339711,48.841675,2018-05-04
2019-1089033,275500.0,28,9839,1,appartement,Paris 17e Arrondissement,Plaine Monceau 7,75117,75,751176607,75117000BJ0018,2.298422,48.88192,2019-07-16
2019-1077658,660000.0,60,11000,3,appartement,Paris 14e Arrondissement,Petit Montrouge 12,75114,75,751145512,75114000CK0052,2.327258,48.83108,2019-04-23
2019-1081208,310000.0,30,10333,1,appartement,Paris 15e Arrondissement,Necker 8,75115,75,751155808,75115000CD0042,2.308726,48.845024,2019-07-31
2019-1079297,885000.0,111,7972,4,appartement,Paris 15e Arrondissement,Grenelle 8,75115,75,751155908,75115000DS0004,2.284934,48.850464,2019-02-27
2018-1409905,1235000.0,70,17642,3,appartement,Paris 4e Arrondissement,Notre Dame 2,75104,75,751041602,75104000AW0007,2.350696,48.854675,2018-08-20
2018-1409652,674000.0,50,13480,2,appartement,Paris 4e Arrondissement,Saint-Merri 2,75104,75,751041302,75104000AD0025,2.351147,48.858227,2018-06-29
2018-1372562,566200.0,50,11324,3,appartement,Paris 9e Arrondissement,Rochechouart 5,75109,75,751093605,75109000BA0035,2.34329,48.879944,2018-02-09
2018-1389102,265000.0,30,8833,1,appartement,Paris 15e Arrondissement,Javel 12,75115,75,751156012,75115000FW0040,2.276761,48.8445,2018-08-02
2019-1084676,195600000.0,11887,16454,0,local industriel,Paris 16e Arrondissement,Porte Dauphine 7,75116,75,751166307,75116000EA0013,2.279492,48.86909,2019-06-25
2018-1370126,450000.0,40,11250,2,appartement,Paris 5e Arrondissement,Val de Grace 7,75105,75,751051907,75105000BI0081,2.345186,48.844975,2018-06-13
2019-1086077,300000.0,21,14285,1,appartement,Paris 16e Arrondissement,Auteuil 14,75116,75,751166114,75116000AQ0036,2.265446,48.84225,2019-10-14
2019-1094104,257000.0,31,8290,3,appartement,Paris 18e Arrondissement,Goutte d'Or 5,75118,75,751187105,75118000CF0120,2.353969,48.888218,2019-08-26
2018-1372830,235000.0,21,11190,2,appartement,Paris 10e Arrondissement,Porte Saint-Martin 9,75110,75,751103909,75110000BE0080,2.36647,48.871716,2018-03-13
2018-1398131,1070000.0,90,11888,5,appartement,Paris 17e Arrondissement,Plaine Monceau 5,75117,75,751176605,75117000BM0058,2.302578,48.88106,2018-09-18
2019-1081585,298000.0,29,10275,1,appartement,Paris 15e Arrondissement,Saint-Lambert 25,75115,75,751155725,75115000BR0013,2.29372,48.838898,2019-10-02
2018-1374797,285000.0,26,10961,2,appartement,Paris 10e Arrondissement,Hopital Saint-Louis 3,75110,75,751104003,75110000BJ0069,2.371197,48.87182,2018-09-20
2019-1091664,285000.0,31,9193,2,appartement,Paris 18e Arrondissement,Clignancourt 11,75118,75,751187011,75118000BK0061,2.343878,48.890503,2019-02-28
2018-1398255,170000.0,30,5666,1,appartement,Paris 17e Arrondissement,Batignolles 13,75117,75,751176713,75117000CS0047,2.317831,48.889317,2018-09-28
2018-1382372,243000.0,28,8678,2,appartement,Paris 13e Arrondissement,Maison Blanche 23,75113,75,751135123,75113000EC0155,2.352405,48.829155,2018-03-02
2018-1390004,270000.0,29,9310,1,appartement,Paris 15e Arrondissement,Saint-Lambert 17,75115,75,751155717,75115000AF0057,2.302713,48.83463,2018-09-26
2018-1403850,1386400.0,89,15577,4,appartement,Paris 18e Arrondissement,Grandes Carrieres 10,75118,75,751186910,75118000AK0045,2.334648,48.889545,2018-12-21
2018-1387800,278095.0,34,8179,1,appartement,Paris 15e Arrondissement,Grenelle 8,75115,75,751155908,75115000DS0004,2.284934,48.850464,2018-05-07
2018-1393989,425000.0,33,12878,1,appartement,Paris 16e Arrondissement,Muette 8,75116,75,751166208,75116000DG0046,2.272656,48.86097,2018-08-28
2018-1382349,382000.0,54,7074,3,appartement,Paris 13e Arrondissement,Gare 10,75113,75,751135010,75113000CQ0012,2.36815,48.82697,2018-03-05
2019-1098248,276500.0,40,6912,2,appartement,Paris 20e Arrondissement,Saint-Fargeau 10,75120,75,751207810,75120000AZ0090,2.403191,48.875725,2019-07-10
2018-1406579,15414083.0,7385,2087,0,local industriel,Paris 19e Arrondissement,Pont de Flandre 12,75119,75,751197412,75119000BD0023,2.38527,48.896828,2018-06-29
2019-1068467,110000.0,12,9166,1,appartement,Paris 7e Arrondissement,Saint-Thomas d'Aquin 1,75107,75,751072501,75107000AE0032,2.329806,48.8543,2019-09-17
2018-1402910,355000.0,46,7717,2,appartement,Paris 18e Arrondissement,Clignancourt 9,75118,75,751187009,75118000BL0069,2.345945,48.888683,2018-10-03
2018-1397964,371000.0,33,11242,2,appartement,Paris 17e Arrondissement,Plaine Monceau 7,75117,75,751176607,75117000BJ0001,2.297345,48.88241,2018-08-29
2019-1070958,320000.0,27,11851,2,appartement,Paris 9e Arrondissement,Rochechouart 3,75109,75,751093603,75109000BA0088,2.342284,48.8785,2019-07-02
2018-1397954,1089000.0,96,11343,4,appartement,Paris 17e Arrondissement,Ternes 10,75117,75,751176510,75117000AL0143,2.297341,48.87851,2018-09-07
2018-1397846,600000.0,62,9677,2,appartement,Paris 17e Arrondissement,Ternes 1,75117,75,751176501,75117000AK0034,2.294146,48.875534,2018-08-06
2019-1079522,545450.0,51,10695,3,appartement,Paris 15e Arrondissement,Necker 5,75115,75,751155805,75115000CK0012,2.307753,48.83802,2019-03-29
2018-1410068,213476.0,10,21347,1,appartement,Paris 4e Arrondissement,Arsenal 1,75104,75,751041501,75104000AP0062,2.367665,48.852497,2018-08-10
2018-1390370,135000.0,15,9000,1,appartement,Paris 15e Arrondissement,Saint-Lambert 28,75115,75,751155728,75115000BV0042,2.300463,48.843063,2018-11-14
2018-1380648,515000.0,60,8583,3,appartement,Paris 12e Arrondissement,Bel-Air 4,75112,75,751124504,75112000AS0028,2.403266,48.838013,2018-10-05
2019-1101855,350000.0,37,9459,2,appartement,Paris 2e Arrondissement,Bonne Nouvelle 4,75102,75,751020804,75102000AP0125,2.351252,48.868492,2019-09-06
2019-1094032,435000.0,53,8207,3,appartement,Paris 18e Arrondissement,Grandes Carrieres 22,75118,75,751186922,75118000AF0151,2.337583,48.8964,2019-08-29
2018-1401770,303000.0,35,8657,2,appartement,Paris 18e Arrondissement,Grandes Carrieres 22,75118,75,751186922,75118000AG0025,2.337556,48.8957,2018-07-12
2018-1404631,160000.0,15,10666,1,appartement,Paris 19e Arrondissement,Combat 13,75119,75,751197613,75119000ET0016,2.374471,48.880344,2018-02-20
2018-1368407,320000.0,45,7111,1,appartement,Paris 8e Arrondissement,Faubourg du Roule 5,75108,75,751083005,75108000BF0003,2.302407,48.87195,2018-12-20
2019-1099743,590500.0,60,9841,3,appartement,Paris 19e Arrondissement,Combat 4,75119,75,751197604,75119000EE0058,2.381149,48.875072,2019-10-21
2018-1385124,442000.0,43,10279,3,appartement,Paris 14e Arrondissement,Plaisance 12,75114,75,751145612,75114000CS0022,2.319644,48.830032,2018-06-22
2018-1375903,245000.0,20,12250,1,appartement,Paris 10e Arrondissement,Porte Saint-Martin 4,75110,75,751103904,75110000BG0035,2.360433,48.868702,2018-12-04
2019-1071492,1342120.0,106,12661,4,appartement,Paris 9e Arrondissement,Faubourg Montmartre 3,75109,75,751093503,75109000AX0028,2.346742,48.87622,2019-08-28
2018-1389625,1320000.0,104,12692,5,appartement,Paris 15e Arrondissement,Necker 13,75115,75,751155813,75115000CW0024,2.310592,48.846367,2018-09-27
2018-1401500,300000.0,35,8571,2,appartement,Paris 18e Arrondissement,Clignancourt 9,75118,75,751187009,75118000BT0012,2.347643,48.88779,2018-07-09
2019-1074587,484250.0,60,8070,2,appartement,Paris 11e Arrondissement,Sainte-Marguerite 9,75111,75,751114409,75111000CR0108,2.392045,48.851032,2019-05-07
2018-1372214,970000.0,76,12763,3,appartement,Paris 7e Arrondissement,Gros Caillou 11,75107,75,751072811,75107000CN0017,2.304638,48.861553,2018-01-29
2019-1077098,350000.0,38,9210,2,appartement,Paris 14e Arrondissement,Plaisance 15,75114,75,751145615,75114000CQ0106,2.319644,48.83155,2019-01-16
2019-1100226,790000.0,100,7900,4,appartement,Paris 20e Arrondissement,Belleville 9,75120,75,751207709,75120000AA0014,2.378546,48.8711,2019-12-03
2019-1096706,350000.0,46,7608,2,appartement,Paris 19e Arrondissement,Amerique 11,75119,75,751197511,75119000DY0021,2.396643,48.8789,2019-03-29
2018-1388858,505000.0,58,8706,3,appartement,Paris 15e Arrondissement,Saint-Lambert 24,75115,75,751155724,75115000BT0116,2.298783,48.840214,2018-07-17
2018-1390190,262500.0,30,8750,2,appartement,Paris 15e Arrondissement,Javel 20,75115,75,751156020,75115000EO0001,2.288611,48.841183,2018-10-30
2019-1076163,475000.0,53,8962,2,appartement,Paris 13e Arrondissement,Maison Blanche 20,75113,75,751135120,75113000EF0003,2.346278,48.829716,2019-06-07
2019-1087010,114000.0,13,8769,1,appartement,Paris 17e Arrondissement,Batignolles 2,75117,75,751176702,75117000CM0037,2.324998,48.883358,2019-01-03
2019-1072828,179500.0,17,10558,1,appartement,Paris 11e Arrondissement,Folie Mericourt 1,75111,75,751114101,75111000AI0023,2.380316,48.866535,2019-01-09
2019-1063109,820000.0,57,14385,2,appartement,Paris 3e Arrondissement,Les Archives 2,75103,75,751031102,75103000AM0087,2.367539,48.85784,2019-01-21
2018-1408146,1010000.0,130,7769,5,appartement,Paris 20e Arrondissement,Belleville 14,75120,75,751207714,75120000AH0037,2.395795,48.87278,2018-11-05
2019-1099386,332000.0,30,11066,2,appartement,Paris 19e Arrondissement,Combat 4,75119,75,751197604,75119000EC0080,2.38199,48.874405,2019-09-27
2018-1393131,198290.0,17,11664,1,appartement,Paris 16e Arrondissement,Porte Dauphine 6,75116,75,751166306,75116000ER0005,2.276901,48.870975,2018-06-22
2018-1398693,1000000.0,120,8333,3,appartement,Paris 17e Arrondissement,Ternes 6,75117,75,751176506,75117000AS0014,2.284839,48.88194,2018-11-05
2018-1396384,470000.0,51,9215,3,appartement,Paris 17e Arrondissement,Epinettes 1,75117,75,751176801,75117000DL0125,2.325993,48.89055,2018-03-29
2019-1068996,150000.0,20,7500,1,appartement,Paris 10e Arrondissement,Hopital Saint-Louis 11,75110,75,751104011,75110000BY0021,2.368337,48.883335,2019-01-29
2019-1088402,230000.0,30,7666,1,appartement,Paris 17e Arrondissement,Epinettes 3,75117,75,751176803,75117000DI0174,2.323225,48.891483,2019-05-15
2019-1080084,535200.0,50,10704,3,appartement,Paris 15e Arrondissement,Saint-Lambert 12,75115,75,751155712,75115000BO0034,2.292341,48.837715,2019-05-13
2018-1381045,480000.0,54,8888,3,appartement,Paris 11e Arrondissement,Folie Mericourt 11,75111,75,751114111,75111000AD0098,2.376982,48.871296,2018-11-13
2018-1398080,211150.0,19,11113,1,appartement,Paris 17e Arrondissement,Batignolles 8,75117,75,751176708,75117000CJ0108,2.316759,48.88541,2018-09-11
2019-1080943,268000.0,32,8375,1,appartement,Paris 15e Arrondissement,Javel 10,75115,75,751156010,75115000FV0033,2.279311,48.844032,2019-07-16
2019-1095744,392000.0,62,6322,3,appartement,Paris 20e Arrondissement,Charonne 26,75120,75,751208026,75120000CV0042,2.3974740000000003,48.85588,2019-01-11
2019-1089069,350000.0,30,11666,2,appartement,Paris 17e Arrondissement,Ternes 12,75117,75,751176512,75117000AX0059,2.292266,48.88472700000001,2019-07-17
2019-1094270,702900.0,65,10813,3,appartement,Paris 18e Arrondissement,Grandes Carrieres 4,75118,75,751186904,75118000AO0051,2.327397,48.88616,2019-09-24
2019-1098897,309130.0,28,11040,2,appartement,Paris 20e Arrondissement,Saint-Fargeau 15,75120,75,751207815,75120000AS0159,2.39621,48.87183,2019-09-05
2018-1366155,208000.0,15,13866,1,appartement,Paris 3e Arrondissement,Enfants Rouges 3,75103,75,751031003,75103000AI0028,2.3595200000000003,48.863537,2018-03-09
2018-1380849,356410.0,36,9900,2,appartement,Paris 11e Arrondissement,Sainte-Marguerite 9,75111,75,751114409,75111000CR0208,2.389422,48.852684,2018-10-11
2019-1066226,815000.0,61,13360,4,appartement,Paris 7e Arrondissement,Saint-Thomas d'Aquin 2,75107,75,751072502,75107000AG0004,2.324101,48.853676,2019-02-12
2019-1079013,339700.0,31,10958,1,appartement,Paris 15e Arrondissement,Javel 13,75115,75,751156013,75115000FX0005,2.279851,48.845512,2019-02-14
2019-1072532,427500.0,55,7772,3,appartement,Paris 10e Arrondissement,Saint-Vincent de Paul 7,75110,75,751103707,75110000AH0017,2.359535,48.882534,2019-12-04
2018-1395598,500000.0,52,9615,2,appartement,Paris 17e Arrondissement,Ternes 6,75117,75,751176506,75117000AS0034,2.286058,48.883286,2018-01-23
2019-1074974,548000.0,45,12177,2,appartement,Paris 11e Arrondissement,Folie Mericourt 10,75111,75,751114110,75111000AH0064,2.379322,48.86893,2019-05-15
